LNR	ORT-ID	BEZEICHNUNG	DATUM	WOCHENTAG	RI	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
0	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	1	108	131	85	60	44	34	75	77	83	98	117	163	187	221	247	258	291	237	188	160	132	97	72	74
1	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	2	36	42	28	23	19	14	23	24	21	32	51	42	57	61	72	69	80	90	54	55	42	38	24	18
2	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	3	97	100	83	62	44	39	62	37	51	77	112	129	132	186	231	238	234	223	205	181	134	111	72	47
3	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	4	79	88	70	49	45	29	56	30	31	48	80	90	111	173	209	198	185	184	146	140	101	88	64	43
4	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	5	8	4	4	4	5	4	7	3	5	10	17	10	11	10	20	15	13	15	10	8	4	6	7	2
5	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	6	22	30	25	18	10	12	16	19	20	35	35	48	58	63	72	72	79	85	73	63	59	30	25	15
6	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	7	5	21	18	13	14	3	4	9	4	11	11	28	25	22	44	41	31	25	24	35	16	14	11	12
7	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	8	87	89	53	48	39	26	57	48	42	69	83	109	114	129	188	159	212	179	135	124	104	88	58	59
2	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	10	25	59	61	26	31	10	14	16	13	25	28	54	62	74	106	100	85	96	61	76	51	39	31	25
3	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	11	31	41	32	23	9	8	13	9	18	22	42	35	39	52	56	53	75	63	59	55	32	28	12	13
4	11256	St.Gallen Stadt Kn.Neudorf neu	01.01.2019	Dienstag	12	36	59	48	21	16	15	23	40	44	33	45	64	80	99	77	116	102	81	64	47	38	28	17	20
8	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	1	41	18	11	14	21	49	146	183	203	294	384	425	412	468	514	499	484	409	301	199	141	93	99	65
9	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	2	14	8	6	8	7	10	36	52	62	89	100	117	104	118	131	124	127	120	98	61	44	35	25	17
10	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	3	34	14	13	10	13	47	99	125	167	216	265	239	254	332	329	341	344	304	261	174	128	82	87	54
11	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	4	25	16	17	7	11	34	88	110	148	196	230	228	261	284	299	336	301	278	202	142	103	87	74	41
12	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	5	5	1	1	3	3	2	13	15	18	37	42	39	28	44	38	50	38	30	30	15	8	5	4	1
13	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	6	16	6	4	4	6	26	55	60	62	87	84	101	103	137	102	109	122	115	108	89	51	28	33	15
14	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	7	3	4	2	4	0	5	7	5	15	22	40	32	36	44	47	46	46	33	22	29	25	15	10	14
15	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	8	32	14	6	13	13	42	73	111	104	159	209	215	222	246	308	297	278	259	191	141	103	74	73	48
7	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	10	11	13	8	4	9	15	48	60	61	89	102	128	142	129	136	151	138	134	89	83	77	49	33	22
8	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	11	5	8	1	3	5	6	15	30	39	50	67	63	65	61	90	70	85	75	62	30	43	20	21	14
9	11256	St.Gallen Stadt Kn.Neudorf neu	02.01.2019	Mittwoch	12	11	8	9	4	9	11	67	76	97	130	174	228	189	211	224	208	216	155	109	71	48	32	34	22
16	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	1	35	23	13	10	30	88	198	317	275	394	441	518	428	497	566	527	594	562	387	246	203	127	86	77
17	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	2	14	6	1	6	10	29	70	73	72	89	116	123	111	121	119	108	123	151	106	77	55	48	26	23
18	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	3	34	16	9	19	23	56	189	263	213	270	335	329	294	367	379	364	375	358	289	198	148	125	97	53
19	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	4	31	13	10	13	21	55	181	240	185	238	300	290	246	340	353	345	341	357	289	179	120	109	90	51
20	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	5	3	3	0	2	1	5	23	24	17	38	47	46	39	45	45	32	49	48	32	19	13	7	4	3
21	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	6	14	4	4	7	13	37	64	83	85	105	106	105	102	116	115	107	120	103	87	92	66	48	45	24
22	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	7	5	5	0	0	4	3	23	24	19	31	51	42	36	37	44	44	42	48	38	29	20	24	17	11
23	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	8	31	19	7	11	18	66	104	171	148	195	241	293	252	281	331	306	350	360	243	157	154	98	64	62
12	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	10	17	9	5	4	13	31	75	109	91	106	142	132	104	145	144	143	152	168	139	84	75	73	58	26
13	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	11	10	3	1	4	10	13	36	50	58	71	84	88	72	73	86	77	81	75	74	46	41	35	26	12
14	11256	St.Gallen Stadt Kn.Neudorf neu	03.01.2019	Donnerstag	12	8	6	5	3	12	31	95	152	131	180	198	232	185	229	225	232	245	232	154	90	59	43	26	29
24	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	1	49	18	20	8	32	87	206	272	312	407	514	468	430	546	559	580	631	560	389	221	151	148	122	103
25	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	2	9	10	9	6	14	24	53	78	80	104	103	120	109	110	146	157	147	156	121	72	82	37	39	31
26	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	3	36	19	12	13	28	71	164	261	254	266	323	327	326	371	383	381	389	345	349	227	161	139	127	84
27	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	4	29	15	14	8	24	69	176	224	223	231	293	317	286	322	366	348	354	332	313	202	137	123	88	82
28	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	5	2	2	3	0	1	6	16	27	35	41	29	43	37	28	56	40	53	47	29	18	17	8	2	6
29	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	6	10	3	6	9	15	32	66	80	77	88	112	99	127	124	119	125	122	124	111	96	67	49	52	31
30	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	7	9	2	2	4	2	4	9	29	28	42	25	49	47	65	43	66	56	56	37	29	31	27	23	39
31	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	8	33	17	14	10	26	67	97	155	172	220	298	245	256	322	334	363	360	338	233	162	125	108	98	75
17	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	10	14	5	12	7	10	33	80	121	98	120	113	158	149	170	164	164	168	178	119	107	72	70	58	47
18	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	11	9	7	4	4	7	10	26	74	67	80	79	75	83	85	87	107	104	91	74	53	39	26	36	23
19	11256	St.Gallen Stadt Kn.Neudorf neu	04.01.2019	Freitag	12	15	5	10	1	10	30	104	131	137	198	207	241	179	232	235	233	290	236	175	81	54	47	39	40
32	11256	St.Gallen Stadt Kn.Neudorf neu	05.01.2019	Samstag	1	82	41	38	24	28	54	78	133	245	378	402	428	382	401	402	361	367	277	239	155	147	122	113	96
33	11256	St.Gallen Stadt Kn.Neudorf neu	05.01.2019	Samstag	2	22	17	13	8	22	20	34	42	79	99	95	121	96	124	92	99	119	77	62	47	44	42	41	21
34	11256	St.Gallen Stadt Kn.Neudorf neu	05.01.2019	Samstag	3	63	38	25	28	22	47	66	69	186	239	257	297	289	322	294	258	303	245	205	156	161	129	128	73
