LNR;ORT-ID;BEZEICHNUNG;DATUM;WOCHENTAG;RI;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0;10910;St.Gallen Stadt Rötelibrücke;01.01.2020;Mittwoch;1;91;141;96;66;49;26;39;31;26;45;66;108;137;147;188;237;267;229;179;150;138;97;72;51
1;10910;St.Gallen Stadt Rötelibrücke;01.01.2020;Mittwoch;2;126;166;112;108;78;79;54;49;52;66;94;112;149;188;244;284;288;250;188;177;158;125;92;65
2;10910;St.Gallen Stadt Rötelibrücke;01.01.2020;Mittwoch;4;106;167;124;100;59;72;60;33;43;76;126;141;179;242;243;238;251;222;174;152;138;102;75;56
3;10910;St.Gallen Stadt Rötelibrücke;01.01.2020;Mittwoch;5;130;241;199;106;86;58;65;48;56;107;249;310;398;466;434;385;401;367;267;251;222;205;100;91
4;10910;St.Gallen Stadt Rötelibrücke;02.01.2020;Donnerstag;1;34;22;22;13;18;41;113;163;160;174;208;275;277;342;334;332;355;363;297;271;195;159;101;85
5;10910;St.Gallen Stadt Rötelibrücke;02.01.2020;Donnerstag;2;45;22;12;11;28;46;85;114;145;227;262;293;282;361;411;437;437;363;294;211;211;161;122;100
6;10910;St.Gallen Stadt Rötelibrücke;02.01.2020;Donnerstag;4;44;23;8;8;19;37;63;132;163;224;293;297;327;368;437;334;333;333;244;187;168;123;91;66
7;10910;St.Gallen Stadt Rötelibrücke;02.01.2020;Donnerstag;5;47;21;20;16;31;60;157;292;294;395;622;804;738;799;744;650;626;636;509;388;277;229;163;115
8;10910;St.Gallen Stadt Rötelibrücke;03.01.2020;Freitag;1;45;25;17;13;34;97;169;277;205;227;221;323;348;451;381;395;424;459;321;260;174;153;138;92
9;10910;St.Gallen Stadt Rötelibrücke;03.01.2020;Freitag;2;71;33;23;13;29;45;110;167;214;247;332;366;364;402;424;449;440;383;356;236;174;156;167;123
10;10910;St.Gallen Stadt Rötelibrücke;03.01.2020;Freitag;4;49;28;20;10;40;37;106;240;229;257;348;324;315;416;435;406;445;335;330;223;178;140;127;112
11;10910;St.Gallen Stadt Rötelibrücke;03.01.2020;Freitag;5;60;38;21;31;52;116;327;638;543;568;618;729;655;844;826;739;755;701;663;436;275;269;248;183
12;10910;St.Gallen Stadt Rötelibrücke;04.01.2020;Samstag;1;73;41;23;23;25;62;56;74;142;199;233;313;329;325;350;367;358;368;255;191;165;129;139;113
13;10910;St.Gallen Stadt Rötelibrücke;04.01.2020;Samstag;2;107;63;69;44;45;35;42;95;151;216;310;355;334;371;416;347;399;292;208;208;173;170;170;182
14;10910;St.Gallen Stadt Rötelibrücke;04.01.2020;Samstag;4;70;67;46;46;27;28;45;88;148;268;328;327;330;359;390;367;356;291;264;203;172;163;161;143
15;10910;St.Gallen Stadt Rötelibrücke;04.01.2020;Samstag;5;110;66;56;37;54;72;90;172;324;438;514;612;639;676;695;709;672;657;545;414;359;315;274;251
16;10910;St.Gallen Stadt Rötelibrücke;05.01.2020;Sonntag;1;89;46;33;29;23;47;34;39;76;108;171;225;223;269;292;295;321;363;258;255;171;130;91;58
17;10910;St.Gallen Stadt Rötelibrücke;05.01.2020;Sonntag;2;121;95;75;64;49;54;53;61;82;100;156;222;260;279;321;355;387;318;236;212;160;122;82;57
18;10910;St.Gallen Stadt Rötelibrücke;05.01.2020;Sonntag;4;80;88;51;52;41;37;54;52;90;130;207;228;299;303;321;306;290;295;236;191;147;131;68;50
19;10910;St.Gallen Stadt Rötelibrücke;05.01.2020;Sonntag;5;147;94;58;49;65;75;75;98;168;256;405;519;507;520;540;502;530;494;421;323;304;202;124;72
20;10910;St.Gallen Stadt Rötelibrücke;06.01.2020;Montag;1;33;21;10;18;31;150;523;666;399;274;297;328;313;407;385;400;500;645;399;286;186;159;138;48
21;10910;St.Gallen Stadt Rötelibrücke;06.01.2020;Montag;2;33;17;14;15;30;69;208;286;334;337;380;419;336;413;409;441;479;451;359;279;227;159;128;59
22;10910;St.Gallen Stadt Rötelibrücke;06.01.2020;Montag;4;21;15;13;12;34;60;213;459;349;325;363;364;296;472;390;386;397;401;351;251;167;132;94;52
23;10910;St.Gallen Stadt Rötelibrücke;06.01.2020;Montag;5;30;16;17;21;50;161;749;1347;992;593;578;582;599;795;690;692;806;1008;678;423;262;193;141;71
24;10910;St.Gallen Stadt Rötelibrücke;07.01.2020;Dienstag;1;32;14;13;19;26;137;539;664;392;297;275;340;320;441;354;362;485;635;454;289;200;154;132;77
25;10910;St.Gallen Stadt Rötelibrücke;07.01.2020;Dienstag;2;45;19;12;16;26;63;184;298;289;293;378;413;353;381;381;421;446;499;396;295;211;225;128;68
26;10910;St.Gallen Stadt Rötelibrücke;07.01.2020;Dienstag;4;28;15;13;15;28;58;248;456;341;329;326;376;312;431;381;368;385;383;344;242;191;146;123;63
27;10910;St.Gallen Stadt Rötelibrücke;07.01.2020;Dienstag;5;42;23;34;26;51;181;765;1375;1012;653;632;579;544;766;667;689;906;1023;729;519;277;232;187;98
28;10910;St.Gallen Stadt Rötelibrücke;08.01.2020;Mittwoch;1;25;10;14;10;31;144;530;680;451;303;306;377;357;424;363;406;531;732;462;331;195;165;134;69
29;10910;St.Gallen Stadt Rötelibrücke;08.01.2020;Mittwoch;2;37;21;10;15;24;64;200;300;290;280;349;419;351;415;417;445;517;546;407;330;241;197;168;75
30;10910;St.Gallen Stadt Rötelibrücke;08.01.2020;Mittwoch;4;28;11;11;16;25;69;212;462;381;301;308;361;302;432;425;420;428;466;320;253;200;165;100;60
31;10910;St.Gallen Stadt Rötelibrücke;08.01.2020;Mittwoch;5;38;22;13;21;56;169;766;1265;1049;676;580;637;584;867;741;726;913;1095;838;507;329;218;176;84
32;10910;St.Gallen Stadt Rötelibrücke;09.01.2020;Donnerstag;1;28;17;11;16;28;139;519;693;436;305;285;366;324;451;356;400;526;685;436;290;225;200;160;78
33;10910;St.Gallen Stadt Rötelibrücke;09.01.2020;Donnerstag;2;35;24;16;23;29;70;203;268;330;293;348;411;346;401;441;409;453;529;417;316;269;242;188;102
34;10910;St.Gallen Stadt Rötelibrücke;09.01.2020;Donnerstag;4;36;26;12;22;23;61;226;447;362;328;332;342;313;445;359;387;416;448;345;310;212;175;123;86
35;10910;St.Gallen Stadt Rötelibrücke;09.01.2020;Donnerstag;5;37;22;16;27;53;173;734;1392;1026;676;586;681;585;810;674;707;896;1046;873;530;404;225;207;113
36;10910;St.Gallen Stadt Rötelibrücke;10.01.2020;Freitag;1;31;17;11;11;31;141;524;656;413;340;351;400;378;460;410;416;622;590;417;330;207;181;171;126
37;10910;St.Gallen Stadt Rötelibrücke;10.01.2020;Freitag;2;48;36;15;19;24;53;193;272;343;339;387;452;371;431;448;418;537;481;385;317;229;196;222;158
38;10910;St.Gallen Stadt Rötelibrücke;10.01.2020;Freitag;4;36;28;14;17;41;65;216;446;359;368;382;383;314;434;422;394;468;395;380;301;210;176;150;121
39;10910;St.Gallen Stadt Rötelibrücke;10.01.2020;Freitag;5;56;23;27;18;44;153;667;1294;1068;694;642;681;695;884;748;754;1028;954;881;596;405;280;309;262
40;10910;St.Gallen Stadt Rötelibrücke;11.01.2020;Samstag;1;82;53;19;21;22;72;85;106;185;239;362;375;477;401;352;362;369;441;309;229;193;158;140;115
41;10910;St.Gallen Stadt Rötelibrücke;11.01.2020;Samstag;2;136;92;59;51;41;46;68;104;176;269;345;394;381;459;418;434;418;380;269;187;208;163;187;162
42;10910;St.Gallen Stadt Rötelibrücke;11.01.2020;Samstag;4;84;78;46;46;52;31;75;121;209;333;354;432;395;465;443;415;364;332;291;222;197;164;174;136
43;10910;St.Gallen Stadt Rötelibrücke;11.01.2020;Samstag;5;144;86;40;49;53;81;160;380;662;597;672;740;893;881;813;732;695;774;681;446;346;289;303;285
44;10910;St.Gallen Stadt Rötelibrücke;12.01.2020;Sonntag;1;97;69;33;45;17;66;49;41;51;129;195;209;274;300;267;314;239;318;290;234;175;129;95;57
45;10910;St.Gallen Stadt Rötelibrücke;12.01.2020;Sonntag;2;129;117;85;66;58;45;42;51;80;121;181;226;288;317;356;356;458;457;274;249;170;161;101;46
46;10910;St.Gallen Stadt Rötelibrücke;12.01.2020;Sonntag;4;100;86;69;66;48;39;52;43;88;147;229;255;297;327;335;332;325;293;239;214;168;88;67;41
47;10910;St.Gallen Stadt Rötelibrücke;12.01.2020;Sonntag;5;168;107;79;59;61;68;57;94;153;311;402;518;610;602;566;560;523;471;435;379;306;208;122;81
48;10910;St.Gallen Stadt Rötelibrücke;13.01.2020;Montag;1;27;9;11;19;30;144;580;764;462;315;302;319;335;444;386;411;584;728;504;321;188;151;135;52
49;10910;St.Gallen Stadt Rötelibrücke;13.01.2020;Montag;2;46;13;11;7;26;73;222;303;316;327;362;430;337;382;453;437;541;541;378;291;232;207;149;59
50;10910;St.Gallen Stadt Rötelibrücke;13.01.2020;Montag;4;28;13;12;11;27;73;233;484;388;329;364;322;326;406;382;368;487;478;339;265;172;156;80;54
51;10910;St.Gallen Stadt Rötelibrücke;13.01.2020;Montag;5;35;15;13;23;53;150;729;1391;1060;649;591;611;555;788;617;691;1081;1148;779;432;290;190;157;90
52;10910;St.Gallen Stadt Rötelibrücke;14.01.2020;Dienstag;1;23;16;10;15;26;155;569;743;456;321;317;351;336;496;355;451;551;717;459;325;209;193;134;63
53;10910;St.Gallen Stadt Rötelibrücke;14.01.2020;Dienstag;2;45;17;7;16;23;65;210;305;346;340;347;390;372;427;409;397;474;539;400;287;248;205;130;67
54;10910;St.Gallen Stadt Rötelibrücke;14.01.2020;Dienstag;4;24;17;12;13;28;65;241;490;399;345;336;358;323;440;426;405;364;483;363;233;206;130;126;39
55;10910;St.Gallen Stadt Rötelibrücke;14.01.2020;Dienstag;5;38;18;11;24;40;191;767;1445;1098;698;614;669;578;780;674;680;1062;1089;829;501;304;260;221;91
56;10910;St.Gallen Stadt Rötelibrücke;15.01.2020;Mittwoch;1;16;12;9;12;27;158;602;696;481;311;314;358;366;459;400;432;612;729;466;342;228;147;142;69
57;10910;St.Gallen Stadt Rötelibrücke;15.01.2020;Mittwoch;2;41;18;14;10;20;69;204;310;310;320;348;411;341;424;434;441;506;498;417;325;245;200;155;82
